,Customer_ID,Purchase_Date,Product,Category,Sales_Amount,Region
47,CUST0024,2024-02-17,Headphones,Electronics,1718.87,West
48,CUST0098,2024-02-18,Tablet,Electronics,1971.27,South
49,CUST0025,2024-02-19,Smartwatch,Accessories,1365.01,North
50,CUST0092,2024-02-20,Headphones,Accessories,208.55,West
51,CUST0089,2024-02-21,Tablet,Accessories,1926.29,East
52,CUST0155,2024-02-22,Smartwatch,Accessories,1575.67,South
53,CUST0068,2024-02-23,Smartwatch,Accessories,1839.16,East
54,CUST0012,2024-02-24,Laptop,Electronics,1985.12,East
55,CUST0187,2024-02-25,Smartwatch,Accessories,1736.75,North
56,CUST0118,2024-02-26,Laptop,Accessories,271.24,South
57,CUST0138,2024-02-27,Phone,Accessories,1734.84,West
58,CUST0032,2024-02-28,Phone,Electronics,514.36,West
59,CUST0097,2024-02-29,Tablet,Accessories,1428.56,South
60,CUST0021,2024-03-01,Laptop,Accessories,1660.39,North
61,CUST0142,2024-03-02,Phone,Accessories,1527.72,West
62,CUST0076,2024-03-03,Phone,Electronics,1358.94,West
63,CUST0161,2024-03-04,Phone,Electronics,989.13,West
64,CUST0159,2024-03-05,Smartwatch,Accessories,1163.3,North
65,CUST0093,2024-03-06,Laptop,Accessories,552.06,West
66,CUST0148,2024-03-07,Phone,Electronics,840.17,West
67,CUST0050,2024-03-08,Laptop,Electronics,914.94,East
68,CUST0181,2024-03-09,Headphones,Electronics,1274.58,North
69,CUST0018,2024-03-10,Headphones,Accessories,1762.65,West
70,CUST0012,2024-03-11,Smartwatch,Electronics,204.33,North
71,CUST0170,2024-03-12,Headphones,Electronics,1040.91,North
72,CUST0059,2024-03-13,Tablet,Electronics,570.89,West
73,CUST0198,2024-03-14,Laptop,Electronics,1873.95,West
74,CUST0075,2024-03-15,Phone,Accessories,750.76,North
75,CUST0021,2024-03-16,Tablet,Accessories,1901.5,North
76,CUST0060,2024-03-17,Tablet,Accessories,668.03,North
77,CUST0026,2024-03-18,Headphones,Electronics,24.9,East
78,CUST0098,2024-03-19,Laptop,Electronics,1552.79,South
79,CUST0072,2024-03-20,Phone,Accessories,1470.79,West
80,CUST0117,2024-03-21,Tablet,Accessories,1467.25,East
81,CUST0163,2024-03-22,Smartwatch,Accessories,927.73,East
82,CUST0094,2024-03-23,Phone,Accessories,1335.0,North
83,CUST0042,2024-03-24,Headphones,Electronics,729.28,South
84,CUST0095,2024-03-25,Laptop,Electronics,145.39,West
85,CUST0091,2024-03-26,Smartwatch,Accessories,1078.16,East
86,CUST0054,2024-03-27,Phone,Accessories,451.3,West
87,CUST0172,2024-03-28,Phone,Accessories,870.69,East
88,CUST0069,2024-03-29,Tablet,Accessories,439.47,West
89,CUST0180,2024-03-30,Phone,Electronics,551.7,North
90,CUST0175,2024-03-31,Laptop,Electronics,1660.12,North
91,CUST0166,2024-04-01,Laptop,Electronics,688.76,South
92,CUST0019,2024-04-02,Phone,Electronics,1164.31,North
93,CUST0156,2024-04-03,Tablet,Accessories,1140.96,East
94,CUST0163,2024-04-04,Smartwatch,Accessories,980.97,East
95,CUST0044,2024-04-05,Smartwatch,Electronics,700.6,East
96,CUST0137,2024-04-06,Tablet,Accessories,1371.45,East
97,CUST0187,2024-04-07,Headphones,Accessories,115.85,North
98,CUST0063,2024-04-08,Laptop,Accessories,217.16,North
99,CUST0042,2024-04-09,Headphones,Electronics,1572.1,South
100,CUST0119,2024-04-10,Tablet,Accessories,929.97,West
101,CUST0098,2024-04-11,Headphones,Accessories,265.99,South
102,CUST0070,2024-04-12,Tablet,Electronics,1718.15,West
103,CUST0164,2024-04-13,Smartwatch,Electronics,893.75,North
104,CUST0177,2024-04-14,Smartwatch,Electronics,21.34,East
105,CUST0143,2024-04-15,Headphones,Electronics,1916.9,South
106,CUST0057,2024-04-16,Headphones,Accessories,420.59,South
107,CUST0176,2024-04-17,Laptop,Electronics,1383.41,North
108,CUST0084,2024-04-18,Smartwatch,Accessories,281.19,West
109,CUST0197,2024-04-19,Laptop,Electronics,1306.99,South
110,CUST0199,2024-04-20,Headphones,Accessories,334.78,West
111,CUST0015,2024-04-21,Tablet,Accessories,1866.8,South
112,CUST0059,2024-04-22,Smartwatch,Electronics,562.56,East
113,CUST0009,2024-04-23,Tablet,Accessories,1316.08,North
114,CUST0081,2024-04-24,Laptop,Accessories,515.77,West
115,CUST0103,2024-04-25,Laptop,Electronics,756.25,North
116,CUST0069,2024-04-26,Phone,Electronics,1809.52,North
117,CUST0017,2024-04-27,Smartwatch,Accessories,347.74,West
118,CUST0055,2024-04-28,Smartwatch,Electronics,804.76,West
119,CUST0146,2024-04-29,Laptop,Electronics,624.91,South
120,CUST0184,2024-04-30,Tablet,Electronics,1404.89,West
121,CUST0081,2024-05-01,Smartwatch,Electronics,483.6,North
122,CUST0055,2024-05-02,Laptop,Electronics,1317.86,North
123,CUST0168,2024-05-03,Phone,Accessories,1413.32,West
124,CUST0128,2024-05-04,Headphones,Electronics,22.15,West
125,CUST0102,2024-05-05,Smartwatch,Accessories,964.08,South
126,CUST0165,2024-05-06,Headphones,Accessories,282.75,South
127,CUST0118,2024-05-07,Tablet,Accessories,467.86,South
128,CUST0037,2024-05-08,Phone,Electronics,1366.37,North
129,CUST0068,2024-05-09,Smartwatch,Electronics,38.39,West
130,CUST0036,2024-05-10,Headphones,Electronics,1397.28,East
131,CUST0064,2024-05-11,Headphones,Accessories,1637.88,West
132,CUST0191,2024-05-12,Laptop,Accessories,1976.55,West
133,CUST0144,2024-05-13,Headphones,Accessories,856.18,South
134,CUST0138,2024-05-14,Tablet,Accessories,281.71,East
135,CUST0068,2024-05-15,Headphones,Accessories,160.24,West
136,CUST0192,2024-05-16,Tablet,Electronics,778.48,East
137,CUST0150,2024-05-17,Tablet,Electronics,1466.91,East
138,CUST0110,2024-05-18,Laptop,Accessories,222.81,West
139,CUST0150,2024-05-19,Phone,Electronics,640.44,South
140,CUST0103,2024-05-20,Tablet,Accessories,1764.36,South
141,CUST0093,2024-05-21,Headphones,Accessories,291.52,West
142,CUST0057,2024-05-22,Headphones,Accessories,1551.45,East
143,CUST0036,2024-05-23,Tablet,Electronics,1511.25,East
144,CUST0131,2024-05-24,Headphones,Electronics,283.63,South
145,CUST0127,2024-05-25,Smartwatch,Electronics,1986.02,South
146,CUST0024,2024-05-26,Laptop,Accessories,302.85,South
147,CUST0194,2024-05-27,Headphones,Electronics,1070.41,East
148,CUST0013,2024-05-28,Laptop,Electronics,36.78,East
149,CUST0029,2024-05-29,Tablet,Electronics,1307.04,South
150,CUST0040,2024-05-30,Tablet,Accessories,891.4,South
151,CUST0161,2024-05-31,Tablet,Electronics,1450.42,East
152,CUST0041,2024-06-01,Laptop,Electronics,1263.6,North
153,CUST0175,2024-06-02,Headphones,Accessories,319.72,East
154,CUST0109,2024-06-03,Smartwatch,Electronics,835.19,West
155,CUST0153,2024-06-04,Laptop,Accessories,1379.4,West
156,CUST0017,2024-06-05,Smartwatch,Accessories,1722.73,East
157,CUST0099,2024-06-06,Headphones,Electronics,191.64,West
158,CUST0098,2024-06-07,Headphones,Accessories,218.92,North
159,CUST0153,2024-06-08,Laptop,Electronics,1509.84,North
160,CUST0120,2024-06-09,Phone,Accessories,1187.36,North
161,CUST0136,2024-06-10,Smartwatch,Electronics,780.38,West
162,CUST0065,2024-06-11,Tablet,Accessories,1927.23,South
163,CUST0142,2024-06-12,Smartwatch,Electronics,642.72,North
164,CUST0003,2024-06-13,Headphones,Electronics,296.86,North
165,CUST0175,2024-06-14,Headphones,Electronics,568.4,South
166,CUST0185,2024-06-15,Laptop,Electronics,186.81,East
167,CUST0030,2024-06-16,Phone,Accessories,1115.73,South
168,CUST0175,2024-06-17,Tablet,Electronics,1208.02,East
169,CUST0138,2024-06-18,Smartwatch,Electronics,1223.03,East
170,CUST0193,2024-06-19,Phone,Electronics,1562.36,South
171,CUST0069,2024-06-20,Tablet,Electronics,1387.14,North
172,CUST0197,2024-06-21,Headphones,Accessories,1698.83,East
173,CUST0165,2024-06-22,Headphones,Electronics,1323.64,South
174,CUST0088,2024-06-23,Laptop,Accessories,617.27,North
175,CUST0029,2024-06-24,Laptop,Electronics,1045.14,East
176,CUST0076,2024-06-25,Smartwatch,Accessories,1028.85,West
177,CUST0112,2024-06-26,Phone,Accessories,1500.73,North
178,CUST0041,2024-06-27,Phone,Accessories,605.17,South
179,CUST0117,2024-06-28,Tablet,Accessories,128.05,West
180,CUST0001,2024-06-29,Smartwatch,Electronics,1797.87,South
181,CUST0185,2024-06-30,Laptop,Accessories,1910.25,East
182,CUST0185,2024-07-01,Smartwatch,Accessories,999.88,North
183,CUST0068,2024-07-02,Headphones,Accessories,243.23,West
184,CUST0129,2024-07-03,Laptop,Electronics,1009.17,West
185,CUST0196,2024-07-04,Phone,Electronics,1195.98,West
186,CUST0046,2024-07-05,Laptop,Electronics,1066.01,East
187,CUST0130,2024-07-06,Headphones,Accessories,1955.84,North
188,CUST0028,2024-07-07,Laptop,Accessories,1974.03,North
189,CUST0161,2024-07-08,Phone,Accessories,1869.17,East
190,CUST0077,2024-07-09,Headphones,Accessories,281.33,South
191,CUST0164,2024-07-10,Tablet,Electronics,1724.41,West
192,CUST0130,2024-07-11,Smartwatch,Accessories,1145.39,South
193,CUST0156,2024-07-12,Tablet,Electronics,743.52,East
194,CUST0051,2024-07-13,Headphones,Accessories,1372.23,South
195,CUST0040,2024-07-14,Headphones,Accessories,1530.2,South
196,CUST0096,2024-07-15,Headphones,Accessories,1909.82,East
197,CUST0196,2024-07-16,Phone,Accessories,1545.33,West
198,CUST0042,2024-07-17,Headphones,Electronics,53.05,South
199,CUST0139,2024-07-18,Smartwatch,Accessories,153.71,North
200,CUST0200,2024-07-19,Phone,Electronics,539.13,South
201,CUST0136,2024-07-20,Headphones,Accessories,98.86,South
202,CUST0001,2024-07-21,Phone,Electronics,139.73,North
203,CUST0154,2024-07-22,Smartwatch,Accessories,1582.79,West
204,CUST0083,2024-07-23,Smartwatch,Electronics,1023.09,North
205,CUST0126,2024-07-24,Phone,Accessories,1264.57,West
206,CUST0005,2024-07-25,Laptop,Accessories,1012.08,East
207,CUST0029,2024-07-26,Tablet,Electronics,842.56,East
208,CUST0093,2024-07-27,Headphones,Electronics,1409.59,South
209,CUST0079,2024-07-28,Tablet,Electronics,183.21,South
210,CUST0062,2024-07-29,Smartwatch,Electronics,1082.4,East
211,CUST0015,2024-07-30,Tablet,Accessories,1239.77,North
212,CUST0062,2024-07-31,Laptop,Accessories,569.39,East
213,CUST0146,2024-08-01,Tablet,Accessories,633.62,West
214,CUST0021,2024-08-02,Tablet,Electronics,1032.38,South
215,CUST0022,2024-08-03,Smartwatch,Electronics,422.33,North
216,CUST0188,2024-08-04,Smartwatch,Accessories,1619.96,South
217,CUST0125,2024-08-05,Headphones,Accessories,1082.05,East
218,CUST0018,2024-08-06,Phone,Electronics,793.65,North
219,CUST0195,2024-08-07,Headphones,Electronics,1275.9,East
220,CUST0137,2024-08-08,Smartwatch,Accessories,1672.36,West
221,CUST0197,2024-08-09,Headphones,Accessories,1368.49,East
222,CUST0033,2024-08-10,Tablet,Accessories,150.91,North
223,CUST0033,2024-08-11,Tablet,Accessories,1403.38,East
224,CUST0169,2024-08-12,Smartwatch,Accessories,1465.32,South
225,CUST0122,2024-08-13,Smartwatch,Electronics,1696.01,South
226,CUST0141,2024-08-14,Headphones,Electronics,134.65,North
227,CUST0043,2024-08-15,Headphones,Accessories,190.7,South
228,CUST0068,2024-08-16,Tablet,Accessories,880.28,West
229,CUST0136,2024-08-17,Phone,Electronics,917.68,West
230,CUST0156,2024-08-18,Phone,Electronics,1225.49,North
231,CUST0109,2024-08-19,Smartwatch,Accessories,632.39,East
232,CUST0055,2024-08-20,Headphones,Electronics,1488.55,South
233,CUST0139,2024-08-21,Phone,Electronics,1486.5,South
234,CUST0194,2024-08-22,Headphones,Accessories,256.5,East
235,CUST0187,2024-08-23,Laptop,Accessories,1421.64,East
236,CUST0177,2024-08-24,Tablet,Accessories,1408.97,East
237,CUST0052,2024-08-25,Headphones,Accessories,344.39,East
238,CUST0183,2024-08-26,Headphones,Electronics,1906.97,South
239,CUST0080,2024-08-27,Headphones,Electronics,1055.55,West
240,CUST0103,2024-08-28,Phone,Accessories,1570.31,North
241,CUST0172,2024-08-29,Headphones,Electronics,1447.12,North
242,CUST0167,2024-08-30,Laptop,Accessories,350.59,East
243,CUST0096,2024-08-31,Phone,Accessories,271.32,West
244,CUST0113,2024-09-01,Smartwatch,Accessories,1566.63,South
245,CUST0133,2024-09-02,Smartwatch,Accessories,552.15,South
246,CUST0116,2024-09-03,Tablet,Electronics,1775.1,North
247,CUST0031,2024-09-04,Laptop,Accessories,1547.43,East
248,CUST0064,2024-09-05,Headphones,Electronics,78.13,West
249,CUST0058,2024-09-06,Laptop,Electronics,1618.07,North
250,CUST0017,2024-09-07,Smartwatch,Accessories,558.52,West
251,CUST0087,2024-09-08,Headphones,Accessories,146.47,East
252,CUST0006,2024-09-09,Laptop,Electronics,1430.4,East
253,CUST0151,2024-09-10,Phone,Accessories,1161.77,North
254,CUST0142,2024-09-11,Headphones,Accessories,172.6,East
255,CUST0059,2024-09-12,Phone,Accessories,921.29,West
256,CUST0151,2024-09-13,Laptop,Electronics,733.05,West
257,CUST0057,2024-09-14,Headphones,Electronics,1009.23,North
258,CUST0002,2024-09-15,Tablet,Electronics,1142.43,East
259,CUST0019,2024-09-16,Tablet,Accessories,748.02,South
260,CUST0182,2024-09-17,Smartwatch,Accessories,525.13,East
261,CUST0162,2024-09-18,Headphones,Accessories,223.75,North
262,CUST0016,2024-09-19,Laptop,Accessories,1156.35,North
263,CUST0059,2024-09-20,Tablet,Electronics,1451.1,South
264,CUST0018,2024-09-21,Smartwatch,Electronics,472.24,North
265,CUST0009,2024-09-22,Headphones,Accessories,1027.47,North
266,CUST0085,2024-09-23,Tablet,Electronics,107.2,South
267,CUST0019,2024-09-24,Headphones,Electronics,1728.6,South
268,CUST0132,2024-09-25,Smartwatch,Electronics,504.21,West
269,CUST0061,2024-09-26,Laptop,Electronics,954.09,North
270,CUST0072,2024-09-27,Smartwatch,Accessories,778.3,South
271,CUST0172,2024-09-28,Laptop,Accessories,317.17,West
272,CUST0125,2024-09-29,Phone,Accessories,1863.7,North
273,CUST0055,2024-09-30,Tablet,Electronics,1717.82,South
274,CUST0139,2024-10-01,Phone,Electronics,1114.67,North
275,CUST0034,2024-10-02,Laptop,Accessories,1829.62,West
276,CUST0186,2024-10-03,Headphones,Accessories,1486.52,East
277,CUST0147,2024-10-04,Laptop,Electronics,850.35,North
278,CUST0148,2024-10-05,Laptop,Accessories,657.17,North
279,CUST0122,2024-10-06,Headphones,Accessories,844.19,North
280,CUST0063,2024-10-07,Phone,Accessories,1446.17,North
281,CUST0122,2024-10-08,Tablet,Accessories,557.09,South
282,CUST0105,2024-10-09,Laptop,Accessories,174.22,East
283,CUST0049,2024-10-10,Laptop,Accessories,758.16,North
284,CUST0025,2024-10-11,Tablet,Electronics,1014.04,South
285,CUST0025,2024-10-12,Laptop,Accessories,1805.84,East
286,CUST0169,2024-10-13,Tablet,Accessories,375.1,West
287,CUST0111,2024-10-14,Tablet,Electronics,1612.59,West
288,CUST0091,2024-10-15,Tablet,Accessories,1963.2,West
289,CUST0109,2024-10-16,Headphones,Accessories,1909.08,West
290,CUST0106,2024-10-17,Phone,Electronics,156.47,West
291,CUST0120,2024-10-18,Phone,Accessories,940.89,East
292,CUST0187,2024-10-19,Smartwatch,Accessories,578.97,North
293,CUST0014,2024-10-20,Headphones,Electronics,1692.8,West
294,CUST0173,2024-10-21,Smartwatch,Electronics,668.06,North
295,CUST0168,2024-10-22,Phone,Accessories,1115.12,North
296,CUST0166,2024-10-23,Phone,Electronics,35.78,North
297,CUST0026,2024-10-24,Phone,Accessories,417.33,North
298,CUST0016,2024-10-25,Laptop,Electronics,1136.34,North
299,CUST0104,2024-10-26,Smartwatch,Electronics,621.74,East
300,CUST0187,2024-10-27,Headphones,Electronics,1252.98,North
301,CUST0087,2024-10-28,Smartwatch,Electronics,938.57,East
302,CUST0028,2024-10-29,Phone,Electronics,1191.55,East
303,CUST0064,2024-10-30,Headphones,Electronics,996.85,North
304,CUST0050,2024-10-31,Smartwatch,Accessories,1549.77,East
305,CUST0049,2024-11-01,Phone,Accessories,406.94,West
306,CUST0138,2024-11-02,Phone,Accessories,1802.88,West
307,CUST0115,2024-11-03,Headphones,Electronics,1525.75,West
308,CUST0036,2024-11-04,Tablet,Accessories,505.35,North
309,CUST0109,2024-11-05,Headphones,Electronics,32.63,West
310,CUST0047,2024-11-06,Tablet,Accessories,831.87,South
311,CUST0072,2024-11-07,Laptop,Accessories,481.34,South
312,CUST0119,2024-11-08,Headphones,Electronics,705.92,South
313,CUST0064,2024-11-09,Tablet,Electronics,1682.36,West
314,CUST0020,2024-11-10,Smartwatch,Electronics,1756.85,East
315,CUST0114,2024-11-11,Phone,Accessories,1902.96,South
316,CUST0141,2024-11-12,Laptop,Accessories,22.89,East
317,CUST0026,2024-11-13,Headphones,Accessories,1321.46,East
318,CUST0013,2024-11-14,Tablet,Accessories,1701.03,North
319,CUST0167,2024-11-15,Smartwatch,Electronics,1459.89,South
320,CUST0139,2024-11-16,Tablet,Accessories,225.82,North
321,CUST0004,2024-11-17,Headphones,Accessories,1069.03,North
322,CUST0024,2024-11-18,Tablet,Accessories,491.57,North
323,CUST0193,2024-11-19,Headphones,Accessories,994.22,West
324,CUST0061,2024-11-20,Tablet,Accessories,138.59,North
325,CUST0043,2024-11-21,Phone,Electronics,1993.98,East
326,CUST0105,2024-11-22,Headphones,Electronics,1429.07,South
327,CUST0125,2024-11-23,Headphones,Accessories,204.19,East
328,CUST0124,2024-11-24,Laptop,Accessories,1844.12,South
329,CUST0055,2024-11-25,Phone,Electronics,1796.63,West
330,CUST0103,2024-11-26,Headphones,Accessories,1049.12,South
331,CUST0016,2024-11-27,Smartwatch,Accessories,1407.68,South
332,CUST0043,2024-11-28,Tablet,Electronics,757.53,South
333,CUST0098,2024-11-29,Smartwatch,Accessories,1949.62,South
334,CUST0001,2024-11-30,Tablet,Accessories,188.11,East
335,CUST0100,2024-12-01,Tablet,Accessories,209.24,South
336,CUST0068,2024-12-02,Laptop,Accessories,284.36,North
337,CUST0117,2024-12-03,Headphones,Accessories,1643.53,South
338,CUST0074,2024-12-04,Tablet,Accessories,168.16,North
339,CUST0109,2024-12-05,Laptop,Electronics,1144.29,West
340,CUST0179,2024-12-06,Smartwatch,Accessories,881.27,North
341,CUST0188,2024-12-07,Laptop,Accessories,1929.15,East
342,CUST0143,2024-12-08,Smartwatch,Accessories,488.81,North
343,CUST0170,2024-12-09,Headphones,Electronics,536.76,East
344,CUST0184,2024-12-10,Tablet,Accessories,643.72,North
345,CUST0125,2024-12-11,Phone,Electronics,1605.62,South
346,CUST0040,2024-12-12,Smartwatch,Accessories,1407.44,West
347,CUST0049,2024-12-13,Tablet,Electronics,1476.0,East
348,CUST0076,2024-12-14,Phone,Accessories,649.75,East
349,CUST0056,2024-12-15,Phone,Accessories,558.47,South
350,CUST0015,2024-12-16,Smartwatch,Accessories,167.88,South
351,CUST0149,2024-12-17,Tablet,Accessories,421.37,North
352,CUST0189,2024-12-18,Phone,Electronics,1564.28,East
353,CUST0139,2024-12-19,Laptop,Electronics,1177.72,North
354,CUST0016,2024-12-20,Laptop,Accessories,327.71,South
355,CUST0192,2024-12-21,Tablet,Accessories,345.46,East
356,CUST0081,2024-12-22,Headphones,Electronics,942.79,West
357,CUST0015,2024-12-23,Laptop,Electronics,824.89,West
358,CUST0013,2024-12-24,Smartwatch,Electronics,1081.13,East
359,CUST0150,2024-12-25,Tablet,Electronics,1929.98,East
360,CUST0123,2024-12-26,Phone,Electronics,431.12,South
361,CUST0129,2024-12-27,Laptop,Electronics,630.45,East
362,CUST0136,2024-12-28,Tablet,Electronics,544.72,East
363,CUST0041,2024-12-29,Tablet,Electronics,257.43,West
364,CUST0015,2024-12-30,Headphones,Electronics,332.08,South
365,CUST0131,2024-12-31,Phone,Accessories,1378.39,North
366,CUST0021,2025-01-01,Phone,Accessories,1656.25,East
367,CUST0048,2025-01-02,Phone,Accessories,1399.82,South
368,CUST0018,2025-01-03,Smartwatch,Electronics,99.85,South
369,CUST0153,2025-01-04,Tablet,Electronics,1675.13,West
370,CUST0018,2025-01-05,Smartwatch,Electronics,669.03,East
371,CUST0173,2025-01-06,Smartwatch,Electronics,200.6,East
372,CUST0061,2025-01-07,Tablet,Accessories,511.47,South
373,CUST0104,2025-01-08,Phone,Accessories,724.37,East
374,CUST0031,2025-01-09,Tablet,Accessories,1036.65,West
375,CUST0146,2025-01-10,Headphones,Electronics,1360.82,West
376,CUST0064,2025-01-11,Tablet,Accessories,535.13,West
377,CUST0149,2025-01-12,Tablet,Accessories,1981.54,East
378,CUST0153,2025-01-13,Laptop,Accessories,81.54,East
379,CUST0011,2025-01-14,Headphones,Electronics,820.7,West
380,CUST0159,2025-01-15,Laptop,Electronics,915.36,North
381,CUST0021,2025-01-16,Phone,Electronics,1501.2,South
382,CUST0108,2025-01-17,Phone,Electronics,514.71,North
383,CUST0169,2025-01-18,Headphones,Electronics,934.85,East
384,CUST0150,2025-01-19,Smartwatch,Accessories,1611.72,South
385,CUST0145,2025-01-20,Tablet,Electronics,296.79,South
386,CUST0134,2025-01-21,Laptop,Electronics,43.67,East
387,CUST0081,2025-01-22,Headphones,Accessories,1664.14,North
388,CUST0067,2025-01-23,Laptop,Accessories,1965.48,North
389,CUST0053,2025-01-24,Tablet,Electronics,278.82,North
390,CUST0172,2025-01-25,Smartwatch,Accessories,1650.87,North
391,CUST0184,2025-01-26,Laptop,Electronics,757.03,West
392,CUST0081,2025-01-27,Headphones,Electronics,1267.99,South
393,CUST0062,2025-01-28,Tablet,Accessories,1296.48,North
394,CUST0068,2025-01-29,Tablet,Electronics,1173.0,East
395,CUST0102,2025-01-30,Smartwatch,Accessories,532.46,West
396,CUST0034,2025-01-31,Headphones,Accessories,1629.24,South
397,CUST0172,2025-02-01,Tablet,Accessories,63.16,East
398,CUST0166,2025-02-02,Laptop,Accessories,147.65,West
399,CUST0077,2025-02-03,Phone,Electronics,1806.94,South
400,CUST0118,2025-02-04,Headphones,Accessories,897.99,East
401,CUST0081,2025-02-05,Laptop,Accessories,275.01,South
402,CUST0193,2025-02-06,Smartwatch,Electronics,1812.05,West
403,CUST0019,2025-02-07,Smartwatch,Electronics,1662.13,North
404,CUST0003,2025-02-08,Tablet,Accessories,676.47,West
405,CUST0118,2025-02-09,Smartwatch,Electronics,104.54,East
406,CUST0160,2025-02-10,Phone,Accessories,932.77,North
407,CUST0145,2025-02-11,Laptop,Accessories,352.62,South
408,CUST0026,2025-02-12,Headphones,Electronics,1156.29,South
409,CUST0019,2025-02-13,Tablet,Electronics,1646.94,South
410,CUST0138,2025-02-14,Headphones,Accessories,802.1,West
411,CUST0055,2025-02-15,Laptop,Accessories,78.37,South
412,CUST0130,2025-02-16,Phone,Electronics,1372.76,South
413,CUST0068,2025-02-17,Laptop,Electronics,362.16,South
414,CUST0034,2025-02-18,Laptop,Accessories,445.14,West
415,CUST0090,2025-02-19,Tablet,Accessories,390.56,East
416,CUST0018,2025-02-20,Headphones,Accessories,574.11,North
417,CUST0063,2025-02-21,Laptop,Electronics,1769.18,South
418,CUST0095,2025-02-22,Laptop,Accessories,88.61,West
419,CUST0073,2025-02-23,Phone,Electronics,1245.97,South
420,CUST0041,2025-02-24,Smartwatch,Electronics,506.65,North
421,CUST0113,2025-02-25,Phone,Electronics,604.31,East
422,CUST0140,2025-02-26,Headphones,Accessories,835.74,East
423,CUST0181,2025-02-27,Headphones,Accessories,1110.36,South
424,CUST0078,2025-02-28,Tablet,Electronics,140.74,North
425,CUST0157,2025-03-01,Smartwatch,Electronics,573.96,South
426,CUST0168,2025-03-02,Headphones,Accessories,291.73,East
427,CUST0136,2025-03-03,Smartwatch,Accessories,414.93,West
428,CUST0003,2025-03-04,Phone,Electronics,1771.61,West
429,CUST0171,2025-03-05,Headphones,Accessories,1061.11,West
430,CUST0142,2025-03-06,Laptop,Accessories,1268.89,North
431,CUST0077,2025-03-07,Headphones,Accessories,1608.29,North
432,CUST0170,2025-03-08,Smartwatch,Accessories,1593.8,East
433,CUST0027,2025-03-09,Headphones,Electronics,1979.02,North
434,CUST0035,2025-03-10,Tablet,Accessories,1568.19,East
435,CUST0068,2025-03-11,Laptop,Accessories,731.04,East
436,CUST0030,2025-03-12,Tablet,Electronics,1098.15,South
437,CUST0028,2025-03-13,Phone,Electronics,979.67,West
438,CUST0191,2025-03-14,Headphones,Electronics,1827.1,West
